"act_type","final_result","T0","T1","T2","T3","T4","T5","T6","T7","T8","T9","id1"
"5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
"6",0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
"7",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
"9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
"12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
"13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
"14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
"19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
"1",1.0,30.0,615.0,601.0,218.0,361.0,123.0,148.0,252.0,278.0,0.0,14.0
"2",1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
"3",1.0,14.0,66.0,56.0,16.0,16.0,19.0,0.0,17.0,15.0,0.0,14.0
"4",1.0,60.0,138.0,111.0,51.0,69.0,58.0,26.0,51.0,45.0,0.0,14.0
"5",1.0,2.0,1.0,18.0,14.0,15.0,17.0,0.0,13.0,0.0,0.0,14.0
"6",1.0,18.0,29.0,15.0,7.0,11.0,5.0,0.0,7.0,11.0,0.0,14.0
"7",1.0,7.0,6.0,13.0,1.0,1.0,4.0,0.0,2.0,1.0,0.0,14.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
"13",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
"14",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
"1",1.0,0.0,41.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,15.0
"2",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
"3",1.0,0.0,9.0,4.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,15.0
"4",1.0,0.0,17.0,6.0,10.0,4.0,11.0,1.0,5.0,2.0,0.0,15.0
"5",1.0,0.0,0.0,0.0,15.0,0.0,38.0,0.0,16.0,0.0,0.0,15.0
"6",1.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0
"7",1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
"14",1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
"1",1.0,0.0,18.0,22.0,25.0,0.0,0.0,6.0,24.0,0.0,0.0,16.0
"2",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
"3",1.0,2.0,12.0,7.0,3.0,0.0,6.0,14.0,10.0,2.0,0.0,16.0
"4",1.0,5.0,21.0,10.0,12.0,4.0,27.0,46.0,48.0,2.0,0.0,16.0
"5",1.0,0.0,0.0,16.0,15.0,0.0,27.0,23.0,23.0,0.0,0.0,16.0
"6",1.0,2.0,5.0,4.0,3.0,4.0,4.0,8.0,4.0,9.0,0.0,16.0
"7",1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
"13",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,16.0
"14",1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,16.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
"1",0.0,0.0,103.0,145.0,23.0,0.0,3.0,4.0,0.0,0.0,0.0,17.0
"2",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
"3",0.0,6.0,7.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,17.0
"4",0.0,9.0,29.0,34.0,11.0,2.0,1.0,3.0,0.0,0.0,0.0,17.0
"5",0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
"6",0.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0
"7",0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0
"9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
"12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
"13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
"14",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
"19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
"1",1.0,0.0,32.0,16.0,10.0,19.0,1.0,0.0,2.0,0.0,0.0,18.0
"2",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
"3",1.0,1.0,15.0,8.0,3.0,0.0,0.0,19.0,0.0,0.0,0.0,18.0
"4",1.0,6.0,35.0,18.0,18.0,19.0,9.0,11.0,6.0,0.0,0.0,18.0
"5",1.0,0.0,0.0,16.0,16.0,15.0,13.0,13.0,0.0,0.0,0.0,18.0
"6",1.0,1.0,5.0,5.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,18.0
"7",1.0,1.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,18.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
"1",1.0,0.0,67.0,71.0,92.0,22.0,6.0,38.0,20.0,18.0,0.0,19.0
"2",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
"3",1.0,0.0,24.0,15.0,22.0,3.0,23.0,29.0,2.0,13.0,0.0,19.0
"4",1.0,0.0,41.0,36.0,59.0,10.0,26.0,26.0,6.0,14.0,0.0,19.0
"5",1.0,0.0,0.0,20.0,13.0,17.0,12.0,14.0,0.0,0.0,0.0,19.0
"6",1.0,0.0,11.0,17.0,24.0,3.0,17.0,9.0,1.0,15.0,0.0,19.0
"7",1.0,0.0,8.0,1.0,2.0,0.0,4.0,4.0,0.0,3.0,0.0,19.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
"1",1.0,4.0,42.0,8.0,31.0,9.0,37.0,24.0,5.0,100.0,0.0,20.0
"2",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
"3",1.0,1.0,14.0,19.0,42.0,38.0,24.0,22.0,59.0,27.0,0.0,20.0
"4",1.0,1.0,33.0,31.0,35.0,19.0,25.0,22.0,12.0,25.0,0.0,20.0
"5",1.0,0.0,0.0,29.0,15.0,0.0,17.0,12.0,14.0,0.0,0.0,20.0
"6",1.0,0.0,9.0,12.0,8.0,22.0,2.0,6.0,48.0,10.0,0.0,20.0
"7",1.0,0.0,9.0,1.0,3.0,4.0,11.0,3.0,3.0,4.0,0.0,20.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
"13",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0
"14",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
"1",1.0,5.0,59.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,21.0
"2",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
"3",1.0,9.0,59.0,13.0,16.0,15.0,46.0,4.0,2.0,8.0,0.0,21.0
"4",1.0,41.0,87.0,9.0,18.0,21.0,30.0,7.0,10.0,15.0,0.0,21.0
"5",1.0,1.0,14.0,0.0,14.0,18.0,15.0,1.0,0.0,0.0,0.0,21.0
"6",1.0,8.0,28.0,8.0,6.0,8.0,17.0,0.0,1.0,12.0,0.0,21.0
"7",1.0,4.0,5.0,0.0,3.0,1.0,5.0,1.0,0.0,1.0,0.0,21.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
"13",1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
"1",1.0,14.0,81.0,62.0,24.0,10.0,9.0,0.0,20.0,0.0,0.0,22.0
"2",1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
"3",1.0,5.0,9.0,3.0,9.0,3.0,12.0,7.0,1.0,0.0,0.0,22.0
"4",1.0,21.0,34.0,10.0,11.0,5.0,12.0,10.0,3.0,1.0,0.0,22.0
"5",1.0,0.0,2.0,12.0,16.0,13.0,1.0,43.0,3.0,0.0,0.0,22.0
"6",1.0,4.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0
"7",1.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
