,TimePeriod,Act1,Act2,Act3,Act4,Act5,Act6,Act7,Act8,Act9,Act10,Act11,Act12
27,T7,19.0,0.0,47.0,47.0,0.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0
28,T8,60.0,0.0,64.0,55.0,0.0,35.0,10.0,0.0,0.0,0.0,1.0,0.0
29,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,T0,119.0,1.0,44.0,103.0,0.0,35.0,25.0,0.0,0.0,2.0,3.0,0.0
31,T1,497.0,0.0,88.0,163.0,0.0,101.0,10.0,0.0,0.0,2.0,0.0,0.0
32,T2,714.0,0.0,28.0,248.0,16.0,32.0,3.0,0.0,0.0,1.0,0.0,0.0
33,T3,725.0,0.0,33.0,224.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
34,T4,311.0,0.0,6.0,123.0,0.0,7.0,5.0,0.0,0.0,1.0,0.0,0.0
35,T5,508.0,0.0,4.0,133.0,27.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
36,T6,288.0,0.0,13.0,76.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
37,T7,451.0,0.0,9.0,153.0,12.0,21.0,3.0,0.0,0.0,5.0,0.0,0.0
38,T8,348.0,0.0,9.0,118.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0
39,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,T0,7.0,0.0,2.0,8.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
41,T1,73.0,0.0,18.0,32.0,2.0,9.0,6.0,0.0,0.0,0.0,1.0,0.0
42,T2,88.0,0.0,27.0,41.0,14.0,12.0,6.0,0.0,0.0,0.0,25.0,0.0
43,T3,75.0,0.0,10.0,37.0,13.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
44,T4,3.0,0.0,2.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,T5,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
46,T6,20.0,0.0,16.0,16.0,13.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
47,T7,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,T8,8.0,0.0,23.0,25.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
49,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,T0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,T1,110.0,0.0,18.0,39.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
52,T2,62.0,0.0,0.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,T3,9.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,T4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,T5,2.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,T6,14.0,0.0,4.0,8.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
57,T7,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,T8,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,T0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,T1,29.0,1.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
62,T2,7.0,0.0,11.0,36.0,13.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
63,T3,1.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,T4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,T5,0.0,0.0,0.0,2.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
66,T6,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,T7,0.0,0.0,6.0,9.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
68,T8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,T0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,T1,7.0,0.0,1.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
72,T2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,T3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,T4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,T5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,T0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
81,T1,44.0,1.0,14.0,30.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0
82,T2,16.0,0.0,3.0,13.0,15.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
83,T3,29.0,0.0,3.0,31.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
84,T4,14.0,0.0,0.0,25.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
85,T5,22.0,0.0,4.0,16.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
86,T6,16.0,0.0,2.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,T7,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,T8,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,T0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,T1,24.0,0.0,1.0,9.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
92,T2,18.0,0.0,4.0,14.0,20.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
93,T3,0.0,0.0,0.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,T4,0.0,0.0,0.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,T5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,T6,0.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,T0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,T1,43.0,0.0,9.0,14.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
102,T2,0.0,0.0,3.0,2.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
103,T3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,T4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,T5,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,T0,16.0,1.0,9.0,7.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
111,T1,149.0,0.0,4.0,44.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
112,T2,132.0,0.0,0.0,29.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,T3,11.0,0.0,1.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,T4,23.0,0.0,0.0,15.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
115,T5,0.0,0.0,3.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
116,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,T0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,T1,21.0,0.0,14.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
122,T2,0.0,0.0,3.0,14.0,14.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
123,T3,2.0,0.0,9.0,13.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
124,T4,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,T5,30.0,0.0,12.0,25.0,24.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
126,T6,0.0,0.0,2.0,7.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
127,T7,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,T8,0.0,0.0,5.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
129,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,T0,7.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
131,T1,31.0,0.0,2.0,8.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
132,T2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,T3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,T4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,T5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,T0,30.0,4.0,14.0,60.0,2.0,18.0,7.0,0.0,0.0,1.0,0.0,0.0
141,T1,615.0,0.0,66.0,138.0,1.0,29.0,6.0,0.0,0.0,0.0,1.0,0.0
142,T2,601.0,0.0,56.0,111.0,18.0,15.0,13.0,0.0,0.0,0.0,1.0,0.0
143,T3,218.0,0.0,16.0,51.0,14.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
144,T4,361.0,0.0,16.0,69.0,15.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
145,T5,123.0,0.0,19.0,58.0,17.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0
146,T6,148.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,T7,252.0,0.0,17.0,51.0,13.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0
148,T8,278.0,0.0,15.0,45.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
149,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,T0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,T1,41.0,1.0,9.0,17.0,0.0,6.0,3.0,0.0,0.0,0.0,2.0,0.0
152,T2,0.0,0.0,4.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
153,T3,0.0,0.0,1.0,10.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
154,T4,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,T5,2.0,0.0,3.0,11.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,T6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,T7,0.0,0.0,1.0,5.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
158,T8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,T0,0.0,0.0,2.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
161,T1,18.0,0.0,12.0,21.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
162,T2,22.0,0.0,7.0,10.0,16.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
163,T3,25.0,0.0,3.0,12.0,15.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
164,T4,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0
165,T5,0.0,0.0,6.0,27.0,27.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
166,T6,6.0,0.0,14.0,46.0,23.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0
167,T7,24.0,0.0,10.0,48.0,23.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0
168,T8,0.0,0.0,2.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
169,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,T0,0.0,1.0,6.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
171,T1,103.0,1.0,7.0,29.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
172,T2,145.0,0.0,2.0,34.0,20.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
173,T3,23.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,T4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,T5,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,T6,4.0,0.0,5.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
177,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,T0,0.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
181,T1,32.0,0.0,15.0,35.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0
182,T2,16.0,0.0,8.0,18.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
183,T3,10.0,0.0,3.0,18.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
184,T4,19.0,0.0,0.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,T5,1.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,T6,0.0,0.0,19.0,11.0,13.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
187,T7,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,T0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,T1,67.0,1.0,24.0,41.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0
192,T2,71.0,0.0,15.0,36.0,20.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0
193,T3,92.0,0.0,22.0,59.0,13.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0
194,T4,22.0,0.0,3.0,10.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
195,T5,6.0,0.0,23.0,26.0,12.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0
196,T6,38.0,0.0,29.0,26.0,14.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0
197,T7,20.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
198,T8,18.0,0.0,13.0,14.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0
199,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,T0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,T1,42.0,0.0,14.0,33.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0
202,T2,8.0,0.0,19.0,31.0,29.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
203,T3,31.0,0.0,42.0,35.0,15.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0
204,T4,9.0,0.0,38.0,19.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0
205,T5,37.0,0.0,24.0,25.0,17.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0
206,T6,24.0,0.0,22.0,22.0,12.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
207,T7,5.0,0.0,59.0,12.0,14.0,48.0,3.0,0.0,0.0,0.0,0.0,0.0
208,T8,100.0,0.0,27.0,25.0,0.0,10.0,4.0,0.0,0.0,1.0,0.0,0.0
209,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,T0,5.0,0.0,9.0,41.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0
211,T1,59.0,0.0,59.0,87.0,14.0,28.0,5.0,0.0,0.0,2.0,0.0,0.0
212,T2,4.0,0.0,13.0,9.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
213,T3,0.0,0.0,16.0,18.0,14.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
214,T4,0.0,0.0,15.0,21.0,18.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
215,T5,0.0,0.0,46.0,30.0,15.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0
216,T6,0.0,0.0,4.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
217,T7,6.0,0.0,2.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
218,T8,0.0,0.0,8.0,15.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
219,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,T0,14.0,4.0,5.0,21.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0
221,T1,81.0,0.0,9.0,34.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
222,T2,62.0,0.0,3.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,T3,24.0,0.0,9.0,11.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
224,T4,10.0,0.0,3.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,T5,9.0,0.0,12.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
226,T6,0.0,0.0,7.0,10.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,T7,20.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,T8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,T0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
231,T1,180.0,0.0,37.0,64.0,3.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0
232,T2,29.0,0.0,14.0,29.0,24.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
233,T3,107.0,0.0,60.0,52.0,14.0,18.0,9.0,0.0,0.0,0.0,3.0,0.0
234,T4,28.0,0.0,21.0,22.0,21.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0
235,T5,0.0,0.0,17.0,20.0,6.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0
236,T6,1.0,0.0,5.0,11.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
237,T7,0.0,0.0,32.0,29.0,27.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0
238,T8,0.0,0.0,11.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
239,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,T0,11.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
241,T1,134.0,0.0,6.0,41.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
242,T2,187.0,0.0,1.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
243,T3,157.0,0.0,8.0,16.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
244,T4,84.0,0.0,1.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,T5,133.0,0.0,2.0,20.0,13.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
246,T6,72.0,0.0,29.0,42.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0
247,T7,155.0,0.0,12.0,37.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
248,T8,221.0,0.0,21.0,62.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0
249,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,T0,39.0,1.0,3.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
251,T1,126.0,0.0,4.0,59.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
252,T2,60.0,0.0,1.0,34.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,T3,40.0,0.0,0.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,T4,26.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,T5,111.0,0.0,29.0,43.0,29.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0
256,T6,96.0,0.0,3.0,32.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
257,T7,51.0,0.0,0.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,T8,96.0,0.0,5.0,34.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
259,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,T0,3.0,0.0,23.0,33.0,0.0,9.0,1.0,0.0,0.0,0.0,2.0,0.0
261,T1,121.0,0.0,15.0,76.0,5.0,13.0,2.0,0.0,0.0,0.0,1.0,0.0
