"act_type","final_result","T0","T1","T2","T3","T4","T5","T6","T7","T8","T9","id1"
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.0
"1",0.0,0.0,83.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0
"2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0
"3",0.0,1.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0
"4",0.0,5.0,34.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0
"5",0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0
"6",0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0
"7",0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0
"9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0
"12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0
"13",0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0
"14",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0
"19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0
"1",0.0,295.0,1045.0,577.0,238.0,201.0,57.0,14.0,0.0,0.0,0.0,851.0
"2",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0
"3",0.0,62.0,124.0,81.0,25.0,4.0,31.0,0.0,0.0,0.0,0.0,851.0
"4",0.0,83.0,140.0,144.0,62.0,24.0,43.0,14.0,0.0,0.0,0.0,851.0
"5",0.0,0.0,20.0,4.0,18.0,21.0,14.0,0.0,0.0,0.0,0.0,851.0
"6",0.0,65.0,52.0,34.0,34.0,1.0,27.0,0.0,0.0,0.0,0.0,851.0
"7",0.0,15.0,10.0,22.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,851.0
"9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0
"12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0
"13",0.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0
"14",0.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0
"19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0
"1",1.0,56.0,181.0,9.0,32.0,13.0,3.0,11.0,14.0,0.0,0.0,852.0
"2",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.0
"3",1.0,16.0,10.0,2.0,0.0,0.0,0.0,5.0,16.0,0.0,0.0,852.0
"4",1.0,20.0,33.0,2.0,21.0,2.0,5.0,16.0,2.0,0.0,0.0,852.0
"5",1.0,1.0,1.0,14.0,21.0,0.0,0.0,30.0,0.0,0.0,0.0,852.0
"6",1.0,6.0,7.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,852.0
"7",1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.0
"1",1.0,41.0,50.0,6.0,5.0,4.0,0.0,3.0,2.0,0.0,0.0,853.0
"2",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853.0
"3",1.0,16.0,1.0,0.0,0.0,0.0,4.0,3.0,3.0,4.0,0.0,853.0
"4",1.0,11.0,8.0,3.0,2.0,2.0,7.0,5.0,10.0,5.0,0.0,853.0
"5",1.0,0.0,0.0,13.0,12.0,12.0,16.0,0.0,14.0,0.0,0.0,853.0
"6",1.0,7.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,853.0
"7",1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,853.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853.0
"1",1.0,5.0,70.0,16.0,0.0,4.0,23.0,18.0,36.0,1.0,0.0,854.0
"2",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854.0
"3",1.0,9.0,5.0,4.0,0.0,0.0,1.0,17.0,0.0,1.0,0.0,854.0
"4",1.0,2.0,7.0,24.0,7.0,2.0,9.0,19.0,12.0,3.0,0.0,854.0
"5",1.0,0.0,0.0,25.0,0.0,0.0,23.0,26.0,24.0,0.0,0.0,854.0
"6",1.0,7.0,12.0,1.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,854.0
"7",1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,854.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,854.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854.0
"1",1.0,100.0,175.0,71.0,9.0,0.0,0.0,18.0,16.0,19.0,0.0,855.0
"2",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.0
"3",1.0,36.0,36.0,28.0,2.0,9.0,13.0,42.0,47.0,24.0,0.0,855.0
"4",1.0,30.0,18.0,6.0,9.0,7.0,9.0,28.0,36.0,14.0,0.0,855.0
"5",1.0,0.0,0.0,18.0,22.0,21.0,0.0,22.0,27.0,0.0,0.0,855.0
"6",1.0,17.0,16.0,11.0,1.0,1.0,6.0,4.0,36.0,11.0,0.0,855.0
"7",1.0,20.0,13.0,2.0,0.0,4.0,3.0,21.0,13.0,4.0,0.0,855.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.0
"13",1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.0
"14",1.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,855.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.0
"1",0.0,35.0,81.0,20.0,20.0,0.0,6.0,0.0,7.0,12.0,0.0,856.0
"2",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0
"3",0.0,6.0,19.0,0.0,0.0,2.0,1.0,0.0,8.0,0.0,0.0,856.0
"4",0.0,14.0,37.0,7.0,10.0,4.0,5.0,1.0,10.0,6.0,0.0,856.0
"5",0.0,0.0,0.0,22.0,15.0,14.0,15.0,14.0,0.0,0.0,0.0,856.0
"6",0.0,7.0,5.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,856.0
"7",0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,856.0
"9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0
"12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0
"13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0
"14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0
"19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0
"1",1.0,19.0,16.0,17.0,23.0,20.0,11.0,7.0,9.0,33.0,0.0,857.0
"2",1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.0
"3",1.0,4.0,21.0,15.0,16.0,22.0,4.0,6.0,4.0,2.0,0.0,857.0
"4",1.0,15.0,36.0,35.0,34.0,33.0,21.0,25.0,11.0,9.0,0.0,857.0
"5",1.0,1.0,1.0,20.0,14.0,18.0,0.0,28.0,0.0,0.0,0.0,857.0
"6",1.0,2.0,27.0,10.0,8.0,20.0,1.0,0.0,1.0,18.0,0.0,857.0
"7",1.0,2.0,9.0,3.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,857.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.0
"13",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.0
"14",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.0
"1",1.0,8.0,122.0,36.0,6.0,32.0,57.0,49.0,25.0,45.0,0.0,858.0
"2",1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.0
"3",1.0,13.0,36.0,4.0,5.0,2.0,12.0,22.0,2.0,0.0,0.0,858.0
"4",1.0,25.0,65.0,26.0,10.0,13.0,20.0,17.0,11.0,7.0,0.0,858.0
"5",1.0,1.0,1.0,14.0,12.0,12.0,14.0,14.0,0.0,0.0,0.0,858.0
"6",1.0,11.0,16.0,1.0,2.0,0.0,6.0,5.0,1.0,0.0,0.0,858.0
"7",1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.0
"14",1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.0
"1",0.0,0.0,25.0,52.0,7.0,0.0,6.0,16.0,16.0,6.0,0.0,859.0
"2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.0
"3",0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,859.0
"4",0.0,2.0,7.0,17.0,8.0,7.0,6.0,12.0,19.0,2.0,0.0,859.0
"5",0.0,0.0,0.0,21.0,19.0,29.0,0.0,1.0,0.0,0.0,0.0,859.0
"6",0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,859.0
"7",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.0
"9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.0
"12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.0
"13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.0
"14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.0
"19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.0
"1",1.0,42.0,282.0,295.0,319.0,332.0,544.0,397.0,361.0,444.0,0.0,860.0
"2",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860.0
"3",1.0,8.0,11.0,3.0,38.0,20.0,12.0,20.0,20.0,0.0,0.0,860.0
"4",1.0,20.0,120.0,133.0,139.0,103.0,143.0,121.0,71.0,59.0,0.0,860.0
"5",1.0,0.0,3.0,23.0,85.0,77.0,34.0,41.0,8.0,0.0,0.0,860.0
"6",1.0,2.0,4.0,1.0,4.0,5.0,4.0,2.0,10.0,1.0,0.0,860.0
"7",1.0,5.0,6.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,860.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860.0
"13",1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860.0
"1",1.0,5.0,9.0,34.0,22.0,5.0,5.0,7.0,10.0,3.0,0.0,861.0
"2",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.0
"3",1.0,9.0,2.0,3.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,861.0
"4",1.0,18.0,11.0,13.0,10.0,3.0,7.0,12.0,9.0,3.0,0.0,861.0
"5",1.0,0.0,0.0,18.0,12.0,0.0,0.0,12.0,12.0,0.0,0.0,861.0
"6",1.0,9.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,861.0
"7",1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.0
"1",1.0,154.0,160.0,35.0,18.0,4.0,10.0,17.0,5.0,0.0,0.0,862.0
"2",1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.0
"3",1.0,7.0,7.0,5.0,2.0,1.0,5.0,9.0,3.0,1.0,0.0,862.0
"4",1.0,38.0,42.0,17.0,11.0,2.0,7.0,20.0,7.0,1.0,0.0,862.0
"5",1.0,0.0,0.0,0.0,16.0,12.0,0.0,13.0,18.0,0.0,0.0,862.0
"6",1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,862.0
"7",1.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.0
"1",0.0,5.0,54.0,41.0,14.0,18.0,35.0,25.0,23.0,0.0,0.0,863.0
"2",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863.0
"3",0.0,5.0,11.0,15.0,11.0,12.0,21.0,6.0,4.0,0.0,0.0,863.0
"4",0.0,6.0,14.0,24.0,27.0,23.0,48.0,22.0,26.0,0.0,0.0,863.0
"5",0.0,1.0,1.0,19.0,18.0,24.0,21.0,19.0,0.0,0.0,0.0,863.0
"6",0.0,1.0,6.0,17.0,10.0,11.0,16.0,6.0,4.0,0.0,0.0,863.0
"7",0.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863.0
"9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863.0
"12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863.0
"13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863.0
"14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863.0
"19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863.0
"1",1.0,0.0,56.0,33.0,94.0,69.0,183.0,141.0,134.0,203.0,0.0,864.0
"2",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.0
"3",1.0,0.0,39.0,3.0,2.0,0.0,1.0,4.0,0.0,2.0,0.0,864.0
"4",1.0,0.0,72.0,26.0,22.0,22.0,47.0,27.0,27.0,22.0,0.0,864.0
"5",1.0,0.0,0.0,13.0,14.0,14.0,4.0,13.0,21.0,0.0,0.0,864.0
"6",1.0,0.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,864.0
"7",1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,864.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.0
"1",1.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,865.0
"2",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.0
"3",1.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.0
"4",1.0,5.0,4.0,9.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,865.0
"5",1.0,0.0,0.0,14.0,14.0,0.0,14.0,0.0,19.0,0.0,0.0,865.0
"6",1.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.0
"7",1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.0
"13",1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.0
"1",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.0
"2",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.0
"3",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,866.0
"4",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.0
"5",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.0
"6",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,866.0
"7",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.0
"1",0.0,0.0,80.0,85.0,57.0,23.0,5.0,0.0,42.0,15.0,0.0,867.0
"2",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867.0
"3",0.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,867.0
"4",0.0,0.0,27.0,23.0,14.0,5.0,1.0,2.0,7.0,10.0,0.0,867.0
"5",0.0,0.0,0.0,2.0,24.0,18.0,0.0,19.0,16.0,0.0,0.0,867.0
"6",0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,867.0
"7",0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,867.0
"9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867.0
"12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867.0
"13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867.0
"14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867.0
"19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867.0
"1",1.0,24.0,99.0,37.0,5.0,4.0,30.0,0.0,0.0,5.0,0.0,868.0
"2",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0
"3",1.0,3.0,5.0,0.0,0.0,1.0,1.0,4.0,14.0,0.0,0.0,868.0
"4",1.0,14.0,25.0,24.0,8.0,26.0,24.0,25.0,5.0,1.0,0.0,868.0
"5",1.0,0.0,1.0,17.0,21.0,32.0,23.0,10.0,15.0,0.0,0.0,868.0
"6",1.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,868.0
"7",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0
"1",1.0,16.0,76.0,77.0,38.0,6.0,6.0,2.0,0.0,14.0,0.0,869.0
"2",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0
"3",1.0,6.0,6.0,27.0,16.0,6.0,10.0,1.0,1.0,11.0,0.0,869.0
"4",1.0,29.0,39.0,89.0,32.0,15.0,19.0,12.0,4.0,10.0,0.0,869.0
"5",1.0,0.0,4.0,20.0,14.0,8.0,17.0,14.0,2.0,0.0,0.0,869.0
"6",1.0,1.0,2.0,29.0,10.0,6.0,13.0,1.0,1.0,10.0,0.0,869.0
"7",1.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0
